store,date,baguette,oil,tomato,pickle,cheese,sauce,bacon,sausage,pepperoni,chicken,water,soda
store_9,2021-08-04,131.0,432.0,453.0,453.0,517.0,606.0,386.0,453.0,8.0,170.0,263,102
store_0,2021-08-05,57.0,298.0,158.0,158.0,309.0,565.0,252.0,158.0,328.0,184.0,83,128
store_1,2021-08-05,129.0,364.0,312.0,312.0,271.0,358.0,142.0,312.0,68.0,106.0,12,153
store_2,2021-08-05,29.0,86.0,93.0,93.0,105.0,125.0,76.0,93.0,12.0,28.0,13,30
store_3,2021-08-05,15.0,38.0,56.0,56.0,81.0,99.0,66.0,56.0,28.0,8.0,20,24
store_4,2021-08-05,13.0,194.0,108.0,108.0,252.0,411.0,239.0,108.0,150.0,168.0,94,73
store_5,2021-08-05,176.0,642.0,367.0,367.0,352.0,643.0,176.0,367.0,292.0,290.0,478,121
store_6,2021-08-05,66.0,272.0,173.0,173.0,216.0,354.0,150.0,173.0,136.0,140.0,105,111
store_7,2021-08-05,153.0,542.0,377.0,377.0,418.0,659.0,265.0,377.0,246.0,236.0,256,275
store_8,2021-08-05,66.0,336.0,201.0,201.0,217.0,332.0,151.0,201.0,26.0,204.0,105,112
store_9,2021-08-05,56.0,454.0,233.0,233.0,363.0,599.0,307.0,233.0,130.0,342.0,71,111
store_0,2021-08-06,141.0,402.0,309.0,309.0,325.0,515.0,184.0,309.0,260.0,120.0,18,66
store_1,2021-08-06,37.0,324.0,142.0,142.0,215.0,382.0,178.0,142.0,84.0,250.0,19,193
store_2,2021-08-06,6.0,58.0,36.0,36.0,85.0,139.0,79.0,36.0,62.0,46.0,60,59
store_3,2021-08-06,17.0,64.0,55.0,55.0,65.0,86.0,48.0,55.0,12.0,30.0,37,23
store_4,2021-08-06,100.0,342.0,284.0,284.0,268.0,339.0,168.0,284.0,0.0,142.0,206,172
store_5,2021-08-06,232.0,692.0,557.0,557.0,460.0,616.0,228.0,557.0,84.0,228.0,254,365
store_6,2021-08-06,120.0,296.0,282.0,282.0,259.0,342.0,139.0,282.0,110.0,56.0,71,182
store_7,2021-08-06,48.0,536.0,285.0,285.0,434.0,662.0,386.0,285.0,16.0,440.0,196,46
store_8,2021-08-06,34.0,214.0,113.0,113.0,222.0,393.0,188.0,113.0,196.0,146.0,136,228
store_9,2021-08-06,62.0,350.0,202.0,202.0,377.0,649.0,315.0,202.0,318.0,226.0,393,227
store_0,2021-08-07,91.0,270.0,289.0,289.0,420.0,579.0,329.0,289.0,230.0,88.0,238,276
store_1,2021-08-07,106.0,300.0,237.0,237.0,252.0,392.0,146.0,237.0,192.0,88.0,27,49
store_2,2021-08-07,26.0,84.0,76.0,76.0,94.0,130.0,68.0,76.0,40.0,32.0,55,79
store_3,2021-08-07,11.0,90.0,31.0,31.0,34.0,73.0,23.0,31.0,10.0,68.0,43,49
store_4,2021-08-07,103.0,320.0,215.0,215.0,207.0,350.0,104.0,215.0,172.0,114.0,8,146
store_5,2021-08-07,99.0,452.0,408.0,408.0,565.0,738.0,466.0,408.0,92.0,254.0,465,354
store_6,2021-08-07,32.0,86.0,152.0,152.0,322.0,447.0,290.0,152.0,228.0,22.0,201,75
store_7,2021-08-07,155.0,534.0,433.0,433.0,476.0,663.0,321.0,433.0,150.0,224.0,86,368
store_8,2021-08-07,38.0,190.0,148.0,148.0,264.0,403.0,226.0,148.0,164.0,114.0,153,137
store_9,2021-08-07,61.0,266.0,240.0,240.0,458.0,691.0,397.0,240.0,322.0,144.0,38,406
store_0,2021-08-08,77.0,358.0,267.0,267.0,368.0,535.0,291.0,267.0,130.0,204.0,227,41
store_1,2021-08-08,160.0,438.0,366.0,366.0,258.0,323.0,98.0,366.0,12.0,118.0,112,214
store_2,2021-08-08,21.0,70.0,88.0,88.0,117.0,135.0,96.0,88.0,8.0,28.0,8,19
store_3,2021-08-08,18.0,74.0,38.0,38.0,42.0,81.0,24.0,38.0,40.0,38.0,23,45
store_4,2021-08-08,37.0,120.0,218.0,218.0,376.0,450.0,339.0,218.0,102.0,46.0,72,39
store_5,2021-08-08,144.0,418.0,399.0,399.0,528.0,755.0,384.0,399.0,324.0,130.0,227,194
store_6,2021-08-08,61.0,296.0,209.0,209.0,245.0,342.0,184.0,209.0,20.0,174.0,239,185
store_7,2021-08-08,185.0,562.0,506.0,506.0,505.0,649.0,320.0,506.0,96.0,192.0,394,37
store_8,2021-08-08,49.0,270.0,156.0,156.0,222.0,365.0,173.0,156.0,114.0,172.0,75,158
store_9,2021-08-08,114.0,258.0,461.0,461.0,630.0,695.0,516.0,461.0,100.0,30.0,122,277
store_0,2021-08-09,14.0,318.0,128.0,128.0,312.0,555.0,298.0,128.0,196.0,290.0,45,203
store_1,2021-08-09,64.0,324.0,168.0,168.0,213.0,380.0,149.0,168.0,138.0,196.0,231,253
store_2,2021-08-09,19.0,82.0,64.0,64.0,89.0,129.0,70.0,64.0,36.0,44.0,72,40
store_3,2021-08-09,5.0,54.0,22.0,22.0,49.0,91.0,44.0,22.0,40.0,44.0,54,36
store_4,2021-08-09,71.0,280.0,212.0,212.0,256.0,370.0,185.0,212.0,90.0,138.0,181,27
store_5,2021-08-09,154.0,378.0,506.0,506.0,646.0,777.0,492.0,506.0,192.0,70.0,57,354
store_6,2021-08-09,64.0,376.0,179.0,179.0,173.0,304.0,109.0,179.0,14.0,248.0,92,94
store_7,2021-08-09,110.0,676.0,297.0,297.0,315.0,594.0,205.0,297.0,102.0,456.0,411,308
store_8,2021-08-09,22.0,202.0,116.0,116.0,243.0,399.0,221.0,116.0,154.0,158.0,121,236
store_9,2021-08-09,74.0,354.0,211.0,211.0,373.0,649.0,299.0,211.0,346.0,206.0,47,0
store_0,2021-08-10,115.0,398.0,286.0,286.0,328.0,513.0,213.0,286.0,202.0,168.0,348,300
store_1,2021-08-10,108.0,384.0,285.0,285.0,256.0,350.0,148.0,285.0,20.0,168.0,33,58
store_2,2021-08-10,11.0,102.0,36.0,36.0,59.0,119.0,48.0,36.0,40.0,80.0,71,63
store_3,2021-08-10,24.0,76.0,62.0,62.0,59.0,80.0,35.0,62.0,14.0,28.0,40,1
store_4,2021-08-10,101.0,334.0,268.0,268.0,254.0,341.0,153.0,268.0,42.0,132.0,33,67
store_5,2021-08-10,91.0,278.0,331.0,331.0,582.0,823.0,491.0,331.0,386.0,96.0,398,152
store_6,2021-08-10,16.0,180.0,109.0,109.0,249.0,402.0,233.0,109.0,158.0,148.0,36,193
store_7,2021-08-10,306.0,700.0,671.0,671.0,480.0,580.0,174.0,671.0,112.0,88.0,453,380
store_8,2021-08-10,100.0,212.0,205.0,205.0,248.0,392.0,148.0,205.0,276.0,12.0,116,181
store_9,2021-08-10,79.0,494.0,185.0,185.0,271.0,577.0,192.0,185.0,276.0,336.0,119,177
store_0,2021-08-11,113.0,544.0,254.0,254.0,225.0,440.0,112.0,254.0,112.0,318.0,7,263
store_1,2021-08-11,67.0,136.0,288.0,288.0,424.0,474.0,357.0,288.0,98.0,2.0,185,117
store_2,2021-08-11,28.0,96.0,73.0,73.0,83.0,124.0,55.0,73.0,42.0,40.0,24,79
store_3,2021-08-11,15.0,42.0,49.0,49.0,71.0,95.0,56.0,49.0,36.0,12.0,52,33
store_4,2021-08-11,28.0,300.0,126.0,126.0,202.0,358.0,174.0,126.0,68.0,244.0,168,140
store_5,2021-08-11,106.0,422.0,393.0,393.0,557.0,751.0,451.0,393.0,178.0,210.0,265,307
store_6,2021-08-11,1.0,136.0,80.0,80.0,256.0,422.0,255.0,80.0,198.0,134.0,26,178
store_7,2021-08-11,205.0,486.0,464.0,464.0,481.0,687.0,276.0,464.0,336.0,76.0,232,302
store_8,2021-08-11,98.0,304.0,250.0,250.0,249.0,346.0,151.0,250.0,86.0,108.0,167,158
store_9,2021-08-11,116.0,426.0,422.0,422.0,506.0,613.0,390.0,422.0,20.0,194.0,327,204
store_0,2021-08-12,105.0,318.0,234.0,234.0,327.0,555.0,222.0,234.0,348.0,108.0,221,164
store_1,2021-08-12,51.0,268.0,181.0,181.0,267.0,408.0,216.0,181.0,116.0,166.0,44,8
store_2,2021-08-12,32.0,92.0,90.0,90.0,98.0,126.0,66.0,90.0,28.0,28.0,69,14
store_3,2021-08-12,14.0,48.0,38.0,38.0,59.0,94.0,45.0,38.0,50.0,20.0,33,49
store_4,2021-08-12,29.0,228.0,155.0,155.0,267.0,396.0,238.0,155.0,88.0,170.0,195,191
store_5,2021-08-12,45.0,520.0,178.0,178.0,355.0,704.0,310.0,178.0,268.0,430.0,464,321
store_6,2021-08-12,47.0,290.0,193.0,193.0,246.0,345.0,199.0,193.0,2.0,196.0,236,229
store_7,2021-08-12,101.0,542.0,210.0,210.0,302.0,657.0,201.0,210.0,370.0,340.0,37,157
store_8,2021-08-12,33.0,280.0,135.0,135.0,212.0,360.0,179.0,135.0,82.0,214.0,173,223
store_9,2021-08-12,45.0,400.0,171.0,171.0,337.0,622.0,292.0,171.0,260.0,310.0,335,215
store_0,2021-08-13,154.0,572.0,351.0,351.0,268.0,428.0,114.0,351.0,56.0,264.0,103,6
store_1,2021-08-13,23.0,204.0,121.0,121.0,268.0,442.0,245.0,121.0,190.0,158.0,219,174
store_2,2021-08-13,26.0,60.0,79.0,79.0,108.0,140.0,82.0,79.0,56.0,8.0,15,2
store_3,2021-08-13,16.0,66.0,57.0,57.0,67.0,85.0,51.0,57.0,2.0,34.0,38,38
store_4,2021-08-13,66.0,444.0,158.0,158.0,123.0,284.0,57.0,158.0,10.0,312.0,194,145
store_5,2021-08-13,34.0,196.0,312.0,312.0,662.0,866.0,628.0,312.0,280.0,128.0,472,132
store_6,2021-08-13,57.0,214.0,136.0,136.0,217.0,383.0,160.0,136.0,232.0,100.0,123,122
store_7,2021-08-13,149.0,412.0,442.0,442.0,553.0,726.0,404.0,442.0,232.0,114.0,242,423
store_8,2021-08-13,119.0,412.0,270.0,270.0,194.0,292.0,75.0,270.0,22.0,174.0,60,234
store_9,2021-08-13,71.0,526.0,159.0,159.0,238.0,563.0,167.0,159.0,266.0,384.0,234,15
store_0,2021-08-14,21.0,60.0,190.0,190.0,497.0,686.0,476.0,190.0,360.0,18.0,208,248
store_1,2021-08-14,127.0,392.0,321.0,321.0,269.0,346.0,142.0,321.0,16.0,138.0,250,36
store_2,2021-08-14,26.0,98.0,77.0,77.0,88.0,123.0,62.0,77.0,24.0,46.0,51,71
store_3,2021-08-14,9.0,56.0,33.0,33.0,55.0,90.0,46.0,33.0,32.0,38.0,44,56
store_4,2021-08-14,46.0,234.0,199.0,199.0,290.0,391.0,244.0,199.0,60.0,142.0,110,226
store_5,2021-08-14,146.0,534.0,320.0,320.0,389.0,697.0,243.0,320.0,374.0,242.0,382,35
store_6,2021-08-14,13.0,218.0,54.0,54.0,177.0,381.0,164.0,54.0,216.0,192.0,211,28
store_7,2021-08-14,3.0,136.0,354.0,354.0,748.0,862.0,745.0,354.0,98.0,130.0,453,114
store_8,2021-08-14,28.0,172.0,205.0,205.0,340.0,412.0,312.0,205.0,28.0,116.0,74,98
store_9,2021-08-14,46.0,282.0,203.0,203.0,428.0,683.0,382.0,203.0,320.0,190.0,36,307
store_0,2021-08-15,17.0,206.0,67.0,67.0,305.0,613.0,288.0,67.0,444.0,172.0,269,194
store_1,2021-08-15,79.0,316.0,197.0,197.0,231.0,384.0,152.0,197.0,148.0,158.0,247,187
store_2,2021-08-15,18.0,132.0,51.0,51.0,52.0,104.0,34.0,51.0,8.0,96.0,2,61
store_3,2021-08-15,7.0,22.0,34.0,34.0,75.0,107.0,68.0,34.0,56.0,8.0,37,49
store_4,2021-08-15,1.0,82.0,133.0,133.0,344.0,465.0,343.0,133.0,162.0,80.0,200,70
store_5,2021-08-15,115.0,498.0,386.0,386.0,504.0,715.0,389.0,386.0,154.0,268.0,181,122
store_6,2021-08-15,54.0,228.0,164.0,164.0,240.0,374.0,186.0,164.0,148.0,120.0,155,210
store_7,2021-08-15,165.0,546.0,472.0,472.0,499.0,657.0,334.0,472.0,100.0,216.0,222,39
store_8,2021-08-15,121.0,386.0,270.0,270.0,206.0,307.0,85.0,270.0,58.0,144.0,93,162
store_9,2021-08-15,67.0,330.0,253.0,253.0,434.0,661.0,367.0,253.0,258.0,196.0,6,304
store_0,2021-08-16,128.0,424.0,260.0,260.0,277.0,502.0,149.0,260.0,282.0,168.0,181,70
store_1,2021-08-16,11.0,294.0,40.0,40.0,153.0,395.0,142.0,40.0,212.0,272.0,231,52
store_2,2021-08-16,25.0,66.0,77.0,77.0,104.0,137.0,79.0,77.0,50.0,16.0,14,73
store_3,2021-08-16,22.0,44.0,75.0,75.0,89.0,94.0,67.0,75.0,10.0,0.0,25,23
store_4,2021-08-16,116.0,388.0,292.0,292.0,236.0,314.0,120.0,292.0,0.0,156.0,158,163
store_5,2021-08-16,138.0,550.0,392.0,392.0,460.0,687.0,322.0,392.0,180.0,274.0,324,87
store_6,2021-08-16,68.0,202.0,162.0,162.0,238.0,389.0,170.0,162.0,236.0,66.0,240,146
store_7,2021-08-16,152.0,440.0,466.0,466.0,560.0,712.0,408.0,466.0,168.0,136.0,184,415
store_8,2021-08-16,70.0,260.0,163.0,163.0,212.0,368.0,142.0,163.0,192.0,120.0,8,219
store_9,2021-08-16,54.0,498.0,124.0,124.0,233.0,575.0,179.0,124.0,294.0,390.0,256,173
store_0,2021-08-17,125.0,276.0,442.0,442.0,536.0,576.0,411.0,442.0,54.0,26.0,81,65
store_1,2021-08-17,98.0,344.0,274.0,274.0,274.0,368.0,176.0,274.0,40.0,148.0,155,219
store_2,2021-08-17,25.0,62.0,78.0,78.0,106.0,137.0,81.0,78.0,50.0,12.0,43,70
store_3,2021-08-17,12.0,44.0,45.0,45.0,70.0,96.0,58.0,45.0,32.0,20.0,53,6
store_4,2021-08-17,66.0,230.0,217.0,217.0,290.0,393.0,224.0,217.0,108.0,98.0,238,229
store_5,2021-08-17,82.0,410.0,365.0,365.0,560.0,759.0,478.0,365.0,152.0,246.0,441,83
store_6,2021-08-17,93.0,202.0,256.0,256.0,307.0,389.0,214.0,256.0,148.0,16.0,38,185
store_7,2021-08-17,169.0,546.0,374.0,374.0,397.0,657.0,228.0,374.0,312.0,208.0,240,45
store_8,2021-08-17,12.0,222.0,61.0,61.0,188.0,389.0,176.0,61.0,204.0,198.0,64,19
store_9,2021-08-17,48.0,202.0,101.0,101.0,364.0,723.0,316.0,101.0,612.0,106.0,168,78
store_0,2021-08-18,137.0,364.0,323.0,323.0,361.0,532.0,224.0,323.0,252.0,90.0,286,193
store_1,2021-08-18,22.0,108.0,167.0,167.0,363.0,490.0,341.0,167.0,190.0,64.0,122,78
store_2,2021-08-18,31.0,84.0,81.0,81.0,93.0,128.0,62.0,81.0,48.0,22.0,72,17
store_3,2021-08-18,20.0,62.0,49.0,49.0,57.0,87.0,37.0,49.0,38.0,22.0,41,21
store_4,2021-08-18,59.0,224.0,197.0,197.0,280.0,396.0,221.0,197.0,126.0,106.0,113,38
store_5,2021-08-18,161.0,490.0,490.0,490.0,566.0,719.0,405.0,490.0,138.0,168.0,471,14
store_6,2021-08-18,122.0,286.0,330.0,330.0,309.0,345.0,187.0,330.0,30.0,42.0,42,221
store_7,2021-08-18,119.0,554.0,315.0,315.0,383.0,651.0,264.0,315.0,220.0,316.0,233,410
store_8,2021-08-18,122.0,270.0,344.0,344.0,337.0,365.0,215.0,344.0,30.0,26.0,33,217
store_9,2021-08-18,64.0,374.0,228.0,228.0,389.0,637.0,325.0,228.0,250.0,246.0,110,119
store_0,2021-08-19,120.0,362.0,355.0,355.0,411.0,533.0,291.0,355.0,122.0,122.0,284,39
store_1,2021-08-19,81.0,468.0,194.0,194.0,150.0,308.0,69.0,194.0,10.0,306.0,111,181
store_2,2021-08-19,14.0,114.0,39.0,39.0,53.0,113.0,39.0,39.0,34.0,86.0,76,33
store_3,2021-08-19,3.0,46.0,16.0,16.0,48.0,93.0,45.0,16.0,50.0,40.0,31,52
store_4,2021-08-19,65.0,214.0,230.0,230.0,312.0,401.0,247.0,230.0,94.0,84.0,243,171
store_5,2021-08-19,170.0,630.0,385.0,385.0,383.0,651.0,213.0,385.0,246.0,290.0,238,100
store_6,2021-08-19,43.0,388.0,115.0,115.0,123.0,296.0,80.0,115.0,44.0,302.0,3,208
store_7,2021-08-19,91.0,434.0,373.0,373.0,531.0,715.0,440.0,373.0,116.0,252.0,208,140
store_8,2021-08-19,33.0,116.0,161.0,161.0,319.0,440.0,286.0,161.0,192.0,50.0,162,106
store_9,2021-08-19,58.0,146.0,280.0,280.0,560.0,749.0,502.0,280.0,348.0,30.0,160,267
store_0,2021-08-20,143.0,460.0,355.0,355.0,340.0,486.0,197.0,355.0,118.0,174.0,102,162
store_1,2021-08-20,99.0,404.0,205.0,205.0,175.0,340.0,76.0,205.0,124.0,206.0,229,88
store_2,2021-08-20,5.0,18.0,47.0,47.0,118.0,161.0,113.0,47.0,78.0,8.0,14,76
store_3,2021-08-20,0.0,76.0,17.0,17.0,38.0,80.0,38.0,17.0,8.0,76.0,16,37
store_4,2021-08-20,91.0,280.0,255.0,255.0,278.0,368.0,187.0,255.0,82.0,98.0,227,106
store_5,2021-08-20,105.0,456.0,312.0,312.0,461.0,736.0,356.0,312.0,304.0,246.0,20,429
store_6,2021-08-20,21.0,84.0,156.0,156.0,338.0,448.0,317.0,156.0,178.0,42.0,183,202
store_7,2021-08-20,99.0,232.0,388.0,388.0,638.0,814.0,539.0,388.0,318.0,34.0,412,407
store_8,2021-08-20,60.0,178.0,175.0,175.0,276.0,411.0,216.0,175.0,212.0,58.0,35,74
store_9,2021-08-20,141.0,380.0,472.0,472.0,553.0,634.0,412.0,472.0,64.0,98.0,125,56
store_0,2021-08-21,60.0,276.0,233.0,233.0,393.0,578.0,333.0,233.0,214.0,156.0,303,231
store_1,2021-08-21,87.0,382.0,210.0,210.0,204.0,353.0,117.0,210.0,90.0,208.0,141,230
store_2,2021-08-21,6.0,36.0,42.0,42.0,103.0,152.0,97.0,42.0,74.0,24.0,28,13
store_3,2021-08-21,17.0,88.0,40.0,40.0,38.0,74.0,21.0,40.0,18.0,54.0,11,15
store_4,2021-08-21,44.0,376.0,130.0,130.0,152.0,320.0,108.0,130.0,48.0,288.0,163,12
store_5,2021-08-21,10.0,268.0,169.0,169.0,507.0,830.0,497.0,169.0,398.0,248.0,64,365
store_6,2021-08-21,91.0,290.0,224.0,224.0,233.0,345.0,142.0,224.0,116.0,108.0,13,203
store_7,2021-08-21,188.0,852.0,404.0,404.0,255.0,504.0,67.0,404.0,22.0,476.0,183,270
store_8,2021-08-21,112.0,268.0,254.0,254.0,258.0,366.0,146.0,254.0,172.0,44.0,98,84
store_9,2021-08-21,155.0,546.0,427.0,427.0,411.0,551.0,256.0,427.0,44.0,236.0,157,299
store_0,2021-08-22,137.0,298.0,364.0,364.0,434.0,563.0,297.0,364.0,234.0,24.0,352,287
store_1,2021-08-22,131.0,346.0,267.0,267.0,234.0,369.0,103.0,267.0,186.0,84.0,164,149
store_2,2021-08-22,20.0,78.0,64.0,64.0,89.0,129.0,69.0,64.0,42.0,38.0,74,81
store_3,2021-08-22,14.0,76.0,37.0,37.0,43.0,78.0,29.0,37.0,22.0,48.0,26,16
store_4,2021-08-22,10.0,294.0,117.0,117.0,215.0,363.0,205.0,117.0,22.0,274.0,150,38
store_5,2021-08-22,149.0,536.0,383.0,383.0,449.0,698.0,300.0,383.0,260.0,238.0,120,180
store_6,2021-08-22,84.0,334.0,170.0,170.0,163.0,321.0,79.0,170.0,150.0,166.0,123,82
store_7,2021-08-22,187.0,458.0,513.0,513.0,562.0,701.0,375.0,513.0,194.0,84.0,47,281
store_8,2021-08-22,57.0,172.0,163.0,163.0,270.0,414.0,213.0,163.0,230.0,58.0,147,211
store_9,2021-08-22,180.0,624.0,376.0,376.0,297.0,514.0,117.0,376.0,170.0,264.0,210,404
store_0,2021-08-23,51.0,352.0,224.0,224.0,354.0,538.0,303.0,224.0,118.0,250.0,216,2
store_1,2021-08-23,113.0,378.0,234.0,234.0,203.0,353.0,90.0,234.0,148.0,152.0,249,134
store_2,2021-08-23,19.0,92.0,53.0,53.0,73.0,124.0,54.0,53.0,48.0,54.0,25,76
store_3,2021-08-23,19.0,72.0,57.0,57.0,61.0,82.0,42.0,57.0,8.0,34.0,46,47
store_4,2021-08-23,43.0,222.0,114.0,114.0,214.0,397.0,171.0,114.0,230.0,136.0,25,233
store_5,2021-08-23,206.0,556.0,579.0,579.0,577.0,686.0,371.0,579.0,74.0,144.0,331,409
store_6,2021-08-23,26.0,240.0,67.0,67.0,166.0,370.0,140.0,67.0,220.0,188.0,104,223
store_7,2021-08-23,193.0,650.0,486.0,486.0,434.0,607.0,241.0,486.0,82.0,264.0,54,414
store_8,2021-08-23,110.0,286.0,273.0,273.0,269.0,355.0,159.0,273.0,106.0,66.0,36,145
store_9,2021-08-23,117.0,276.0,375.0,375.0,532.0,686.0,415.0,375.0,266.0,42.0,329,394
store_0,2021-08-24,107.0,386.0,262.0,262.0,320.0,523.0,213.0,262.0,234.0,172.0,208,213
store_1,2021-08-24,25.0,378.0,93.0,93.0,150.0,353.0,125.0,93.0,78.0,328.0,158,239
store_2,2021-08-24,19.0,106.0,45.0,45.0,58.0,117.0,39.0,45.0,50.0,68.0,10,71
store_3,2021-08-24,29.0,84.0,64.0,64.0,52.0,76.0,23.0,64.0,22.0,26.0,22,26
store_4,2021-08-24,60.0,170.0,152.0,152.0,262.0,425.0,202.0,152.0,276.0,50.0,236,168
store_5,2021-08-24,145.0,542.0,447.0,447.0,512.0,691.0,367.0,447.0,106.0,252.0,48,231
store_6,2021-08-24,71.0,174.0,190.0,190.0,277.0,403.0,206.0,190.0,220.0,32.0,48,167
store_7,2021-08-24,151.0,662.0,350.0,350.0,334.0,601.0,183.0,350.0,174.0,360.0,337,207
store_8,2021-08-24,96.0,210.0,286.0,286.0,336.0,397.0,240.0,286.0,104.0,18.0,159,82
store_9,2021-08-24,25.0,192.0,217.0,217.0,508.0,728.0,483.0,217.0,298.0,142.0,303,105
store_0,2021-08-25,76.0,350.0,201.0,201.0,306.0,537.0,230.0,201.0,264.0,198.0,291,188
store_1,2021-08-25,114.0,282.0,291.0,291.0,307.0,401.0,193.0,291.0,134.0,54.0,24,40
store_2,2021-08-25,10.0,158.0,22.0,22.0,18.0,91.0,8.0,22.0,8.0,138.0,27,30
store_3,2021-08-25,4.0,54.0,37.0,37.0,65.0,91.0,61.0,37.0,6.0,46.0,20,17
store_4,2021-08-25,65.0,270.0,196.0,196.0,249.0,371.0,184.0,196.0,104.0,140.0,216,34
store_5,2021-08-25,218.0,660.0,446.0,446.0,381.0,636.0,163.0,446.0,286.0,224.0,302,347
store_6,2021-08-25,46.0,168.0,161.0,161.0,276.0,406.0,230.0,161.0,184.0,76.0,121,114
store_7,2021-08-25,42.0,550.0,188.0,188.0,337.0,657.0,295.0,188.0,174.0,466.0,3,335
store_8,2021-08-25,85.0,280.0,279.0,279.0,303.0,358.0,218.0,279.0,0.0,110.0,32,109
store_9,2021-08-25,47.0,212.0,180.0,180.0,439.0,718.0,392.0,180.0,440.0,118.0,24,155
store_0,2021-08-26,36.0,282.0,184.0,184.0,365.0,575.0,329.0,184.0,210.0,210.0,247,326
store_1,2021-08-26,50.0,254.0,212.0,212.0,306.0,415.0,256.0,212.0,64.0,154.0,73,263
store_2,2021-08-26,10.0,66.0,46.0,46.0,88.0,137.0,78.0,46.0,52.0,46.0,5,48
store_3,2021-08-26,23.0,92.0,48.0,48.0,38.0,72.0,15.0,48.0,22.0,46.0,36,46
store_4,2021-08-26,88.0,316.0,176.0,176.0,184.0,350.0,96.0,176.0,192.0,140.0,240,99
store_5,2021-08-26,132.0,536.0,362.0,362.0,445.0,698.0,313.0,362.0,234.0,272.0,114,377
store_6,2021-08-26,31.0,308.0,64.0,64.0,124.0,336.0,93.0,64.0,178.0,246.0,159,140
store_7,2021-08-26,189.0,624.0,531.0,531.0,496.0,620.0,307.0,531.0,2.0,246.0,166,320
store_8,2021-08-26,53.0,252.0,130.0,130.0,200.0,372.0,147.0,130.0,198.0,146.0,79,28
store_9,2021-08-26,135.0,308.0,408.0,408.0,531.0,670.0,396.0,408.0,240.0,38.0,170,80
store_0,2021-08-27,151.0,318.0,452.0,452.0,500.0,557.0,349.0,452.0,98.0,16.0,199,355
store_1,2021-08-27,100.0,218.0,255.0,255.0,317.0,433.0,217.0,255.0,214.0,18.0,68,105
store_2,2021-08-27,24.0,90.0,78.0,78.0,94.0,125.0,70.0,78.0,20.0,42.0,3,78
store_3,2021-08-27,4.0,40.0,41.0,41.0,76.0,98.0,72.0,41.0,12.0,32.0,57,22
store_4,2021-08-27,78.0,168.0,247.0,247.0,340.0,426.0,262.0,247.0,160.0,12.0,26,64
store_5,2021-08-27,146.0,692.0,375.0,375.0,366.0,620.0,220.0,375.0,108.0,400.0,37,33
store_6,2021-08-27,24.0,162.0,116.0,116.0,256.0,409.0,232.0,116.0,192.0,114.0,205,95
store_7,2021-08-27,119.0,500.0,359.0,359.0,456.0,682.0,337.0,359.0,190.0,262.0,234,25
store_8,2021-08-27,38.0,148.0,158.0,158.0,296.0,426.0,258.0,158.0,188.0,72.0,0,57
store_9,2021-08-27,117.0,502.0,271.0,271.0,315.0,573.0,198.0,271.0,248.0,268.0,246,322
store_0,2021-08-28,66.0,154.0,279.0,279.0,492.0,635.0,426.0,279.0,264.0,22.0,284,51
store_1,2021-08-28,90.0,346.0,194.0,194.0,202.0,369.0,112.0,194.0,168.0,166.0,240,243
store_2,2021-08-28,32.0,68.0,97.0,97.0,116.0,136.0,84.0,97.0,36.0,4.0,62,55
store_3,2021-08-28,35.0,84.0,86.0,86.0,68.0,76.0,33.0,86.0,2.0,14.0,24,22
store_4,2021-08-28,142.0,436.0,303.0,303.0,197.0,290.0,55.0,303.0,34.0,152.0,14,121
store_5,2021-08-28,103.0,532.0,320.0,320.0,432.0,696.0,329.0,320.0,202.0,326.0,125,105
store_6,2021-08-28,29.0,228.0,137.0,137.0,239.0,376.0,210.0,137.0,104.0,170.0,202,99
store_7,2021-08-28,168.0,552.0,352.0,352.0,372.0,652.0,204.0,352.0,344.0,216.0,386,87
store_8,2021-08-28,67.0,322.0,185.0,185.0,207.0,339.0,140.0,185.0,76.0,188.0,181,239
store_9,2021-08-28,107.0,480.0,324.0,324.0,388.0,582.0,281.0,324.0,122.0,266.0,13,61
store_0,2021-08-29,39.0,460.0,95.0,95.0,182.0,482.0,143.0,95.0,218.0,382.0,42,216
store_1,2021-08-29,21.0,202.0,158.0,158.0,307.0,441.0,286.0,158.0,108.0,160.0,201,200
store_2,2021-08-29,27.0,110.0,81.0,81.0,84.0,115.0,57.0,81.0,6.0,56.0,48,0
store_3,2021-08-29,13.0,70.0,41.0,41.0,52.0,83.0,39.0,41.0,18.0,44.0,49,25
store_4,2021-08-29,115.0,428.0,261.0,261.0,186.0,294.0,71.0,261.0,18.0,198.0,216,94
store_5,2021-08-29,196.0,570.0,462.0,462.0,463.0,679.0,267.0,462.0,254.0,178.0,12,131
store_6,2021-08-29,54.0,298.0,128.0,128.0,170.0,341.0,116.0,128.0,152.0,190.0,235,86
store_7,2021-08-29,116.0,458.0,379.0,379.0,499.0,701.0,383.0,379.0,178.0,226.0,412,308
store_8,2021-08-29,41.0,232.0,149.0,149.0,243.0,386.0,202.0,149.0,136.0,150.0,192,80
store_9,2021-08-29,144.0,382.0,310.0,310.0,387.0,633.0,243.0,310.0,398.0,94.0,233,196
store_0,2021-08-30,22.0,328.0,152.0,152.0,322.0,548.0,300.0,152.0,168.0,284.0,237,290
store_1,2021-08-30,64.0,320.0,212.0,212.0,258.0,380.0,194.0,212.0,52.0,192.0,217,184
